"Year" "Month" "County" "Count"
2013 7 "San Diego" 77
2013 8 "San Diego" 71
2013 9 "San Diego" 87
2013 10 "San Diego" 80
2013 11 "San Diego" 88
2013 12 "San Diego" 94
2013 1 "Santa Clara" 53
2013 2 "Santa Clara" 48
2013 3 "Santa Clara" 39
2013 4 "Santa Clara" 39
2013 5 "Santa Clara" 29
2013 6 "Santa Clara" 35
2013 7 "Santa Clara" 29
2013 8 "Santa Clara" 32
2013 9 "Santa Clara" 23
2013 10 "Santa Clara" 35
2013 11 "Santa Clara" 33
2013 12 "Santa Clara" 45
2014 1 "Alameda" 52
2014 2 "Alameda" 39
2014 3 "Alameda" 39
2014 4 "Alameda" 29
2014 5 "Alameda" 33
2014 6 "Alameda" 31
2014 7 "Alameda" 33
2014 8 "Alameda" 33
2014 9 "Alameda" 27
2014 10 "Alameda" 38
2014 11 "Alameda" 29
2014 12 "Alameda" 35
2014 1 "Los Angeles" 316
2014 2 "Los Angeles" 253
2014 3 "Los Angeles" 256
2014 4 "Los Angeles" 234
2014 5 "Los Angeles" 221
2014 6 "Los Angeles" 220
2014 7 "Los Angeles" 197
2014 8 "Los Angeles" 232
2014 9 "Los Angeles" 213
2014 10 "Los Angeles" 197
2014 11 "Los Angeles" 211
2014 12 "Los Angeles" 278
2014 1 "Orange" 104
2014 2 "Orange" 97
2014 3 "Orange" 83
2014 4 "Orange" 84
2014 5 "Orange" 62
2014 6 "Orange" 77
2014 7 "Orange" 85
2014 8 "Orange" 55
2014 9 "Orange" 59
2014 10 "Orange" 52
2014 11 "Orange" 72
2014 12 "Orange" 90
2014 1 "Riverside" 120
2014 2 "Riverside" 95
2014 3 "Riverside" 97
2014 4 "Riverside" 75
2014 5 "Riverside" 76
2014 6 "Riverside" 63
2014 7 "Riverside" 65
2014 8 "Riverside" 53
2014 9 "Riverside" 74
2014 10 "Riverside" 73
2014 11 "Riverside" 72
2014 12 "Riverside" 91
2014 1 "Sacramento" 65
2014 2 "Sacramento" 52
2014 3 "Sacramento" 48
2014 4 "Sacramento" 60
2014 5 "Sacramento" 57
2014 6 "Sacramento" 50
2014 7 "Sacramento" 38
2014 8 "Sacramento" 51
2014 9 "Sacramento" 35
2014 10 "Sacramento" 61
2014 11 "Sacramento" 45
2014 12 "Sacramento" 43
2014 1 "San Bernardino" 90
2014 2 "San Bernardino" 71
2014 3 "San Bernardino" 83
2014 4 "San Bernardino" 80
2014 5 "San Bernardino" 81
2014 6 "San Bernardino" 55
2014 7 "San Bernardino" 75
2014 8 "San Bernardino" 76
2014 9 "San Bernardino" 75
2014 10 "San Bernardino" 70
2014 11 "San Bernardino" 54
2014 12 "San Bernardino" 66
2014 1 "San Diego" 109
2014 2 "San Diego" 79
2014 3 "San Diego" 100
2014 4 "San Diego" 87
2014 5 "San Diego" 98
2014 6 "San Diego" 89
2014 7 "San Diego" 82
2014 8 "San Diego" 75
2014 9 "San Diego" 64
2014 10 "San Diego" 75
2014 11 "San Diego" 82
2014 12 "San Diego" 66
2014 1 "Santa Clara" 61
2014 2 "Santa Clara" 36
2014 3 "Santa Clara" 39
2014 4 "Santa Clara" 38
2014 5 "Santa Clara" 32
2014 6 "Santa Clara" 21
2014 7 "Santa Clara" 30
2014 8 "Santa Clara" 32
2014 9 "Santa Clara" 26
2014 10 "Santa Clara" 26
2014 11 "Santa Clara" 26
2014 12 "Santa Clara" 40
2015 1 "Alameda" 59
2015 2 "Alameda" 43
2015 3 "Alameda" 40
2015 4 "Alameda" 46
2015 5 "Alameda" 52
2015 6 "Alameda" 39
2015 7 "Alameda" 29
2015 8 "Alameda" 29
2015 9 "Alameda" 27
2015 10 "Alameda" 31
2015 11 "Alameda" 24
2015 12 "Alameda" 47
2015 1 "Los Angeles" 358
2015 2 "Los Angeles" 284
2015 3 "Los Angeles" 297
2015 4 "Los Angeles" 254
2015 5 "Los Angeles" 276
2015 6 "Los Angeles" 212
2015 7 "Los Angeles" 205
2015 8 "Los Angeles" 220
2015 9 "Los Angeles" 220
2015 10 "Los Angeles" 207
2015 11 "Los Angeles" 226
2015 12 "Los Angeles" 280
2015 1 "Orange" 107
2015 2 "Orange" 99
2015 3 "Orange" 84
2015 4 "Orange" 96
2015 5 "Orange" 73
2015 6 "Orange" 86
2015 7 "Orange" 76
2015 8 "Orange" 72
2015 9 "Orange" 57
2015 10 "Orange" 72
2015 11 "Orange" 69
2015 12 "Orange" 107
2015 1 "Riverside" 122
2015 2 "Riverside" 101
2015 3 "Riverside" 98
2015 4 "Riverside" 107
2015 5 "Riverside" 87
2015 6 "Riverside" 89
2015 7 "Riverside" 76
2015 8 "Riverside" 67
2015 9 "Riverside" 58
2015 10 "Riverside" 75
2015 11 "Riverside" 79
2015 12 "Riverside" 83
2015 1 "Sacramento" 77
2015 2 "Sacramento" 61
2015 3 "Sacramento" 69
2015 4 "Sacramento" 54
2015 5 "Sacramento" 61
2015 6 "Sacramento" 49
2015 7 "Sacramento" 48
2015 8 "Sacramento" 33
2015 9 "Sacramento" 36
2015 10 "Sacramento" 36
2015 11 "Sacramento" 48
2015 12 "Sacramento" 59
2015 1 "San Bernardino" 99
2015 2 "San Bernardino" 99
2015 3 "San Bernardino" 105
2015 4 "San Bernardino" 91
2015 5 "San Bernardino" 67
2015 6 "San Bernardino" 77
2015 7 "San Bernardino" 65
2015 8 "San Bernardino" 69
2015 9 "San Bernardino" 75
2015 10 "San Bernardino" 76
2015 11 "San Bernardino" 61
2015 12 "San Bernardino" 70
2015 1 "San Diego" 123
2015 2 "San Diego" 109
2015 3 "San Diego" 96
2015 4 "San Diego" 86
2015 5 "San Diego" 69
2015 6 "San Diego" 79
2015 7 "San Diego" 73
2015 8 "San Diego" 81
2015 9 "San Diego" 70
2015 10 "San Diego" 67
2015 11 "San Diego" 73
2015 12 "San Diego" 98
2015 1 "Santa Clara" 47
2015 2 "Santa Clara" 51
2015 3 "Santa Clara" 44
2015 4 "Santa Clara" 32
2015 5 "Santa Clara" 30
2015 6 "Santa Clara" 25
2015 7 "Santa Clara" 29
2015 8 "Santa Clara" 25
2015 9 "Santa Clara" 31
2015 10 "Santa Clara" 24
2015 11 "Santa Clara" 31
2015 12 "Santa Clara" 40
2016 1 "Alameda" 48
2016 2 "Alameda" 35
2016 3 "Alameda" 40
2016 4 "Alameda" 38
2016 5 "Alameda" 24
2016 6 "Alameda" 31
2016 7 "Alameda" 34
2016 8 "Alameda" 27
2016 9 "Alameda" 24
2016 10 "Alameda" 38
2016 11 "Alameda" 33
2016 12 "Alameda" 44
2016 1 "Los Angeles" 326
2016 2 "Los Angeles" 351
2016 3 "Los Angeles" 344
2016 4 "Los Angeles" 281
2016 5 "Los Angeles" 252
2016 6 "Los Angeles" 223
2016 7 "Los Angeles" 225
2016 8 "Los Angeles" 227
2016 9 "Los Angeles" 199
2016 10 "Los Angeles" 241
2016 11 "Los Angeles" 227
2016 12 "Los Angeles" 283
2016 1 "Orange" 101
2016 2 "Orange" 104
2016 3 "Orange" 99
2016 4 "Orange" 82
2016 5 "Orange" 72
2016 6 "Orange" 64
2016 7 "Orange" 82
2016 8 "Orange" 67
2016 9 "Orange" 62
2016 10 "Orange" 62
2016 11 "Orange" 73
2016 12 "Orange" 84
2016 1 "Riverside" 107
2016 2 "Riverside" 84
2016 3 "Riverside" 130
2016 4 "Riverside" 96
2016 5 "Riverside" 90
2016 6 "Riverside" 50
2016 7 "Riverside" 70
2016 8 "Riverside" 67
2016 9 "Riverside" 57
2016 10 "Riverside" 87
2016 11 "Riverside" 86
2016 12 "Riverside" 81
2016 1 "Sacramento" 58
2016 2 "Sacramento" 60
2016 3 "Sacramento" 73
2016 4 "Sacramento" 62
2016 5 "Sacramento" 35
2016 6 "Sacramento" 32
2016 7 "Sacramento" 41
2016 8 "Sacramento" 34
2016 9 "Sacramento" 50
2016 10 "Sacramento" 38
2016 11 "Sacramento" 44
2016 12 "Sacramento" 52
2016 1 "San Bernardino" 93
2016 2 "San Bernardino" 102
2016 3 "San Bernardino" 98
2016 4 "San Bernardino" 73
2016 5 "San Bernardino" 57
2016 6 "San Bernardino" 79
2016 7 "San Bernardino" 71
2016 8 "San Bernardino" 73
2016 9 "San Bernardino" 77
2016 10 "San Bernardino" 73
2016 11 "San Bernardino" 59
2016 12 "San Bernardino" 87
2016 1 "San Diego" 111
2016 2 "San Diego" 105
2016 3 "San Diego" 111
2016 4 "San Diego" 85
2016 5 "San Diego" 98
2016 6 "San Diego" 65
2016 7 "San Diego" 76
2016 8 "San Diego" 63
2016 9 "San Diego" 89
2016 10 "San Diego" 71
2016 11 "San Diego" 92
2016 12 "San Diego" 99
2016 1 "Santa Clara" 45
2016 2 "Santa Clara" 44
2016 3 "Santa Clara" 38
2016 4 "Santa Clara" 22
2016 5 "Santa Clara" 26
2016 6 "Santa Clara" 32
2016 7 "Santa Clara" 30
2016 8 "Santa Clara" 24
2016 9 "Santa Clara" 21
2016 10 "Santa Clara" 32
2016 11 "Santa Clara" 40
2016 12 "Santa Clara" 56
2017 1 "Alameda" 66
2017 2 "Alameda" 38
2017 3 "Alameda" 38
2017 4 "Alameda" 34
2017 5 "Alameda" 32
2017 6 "Alameda" 27
2017 7 "Alameda" 38
2017 8 "Alameda" 28
2017 9 "Alameda" 35
2017 10 "Alameda" 26
2017 11 "Alameda" 29
2017 12 "Alameda" 37
2017 1 "Los Angeles" 365
2017 2 "Los Angeles" 287
2017 3 "Los Angeles" 283
2017 4 "Los Angeles" 290
2017 5 "Los Angeles" 264
2017 6 "Los Angeles" 222
2017 7 "Los Angeles" 227
2017 8 "Los Angeles" 222
2017 9 "Los Angeles" 226
2017 10 "Los Angeles" 224
2017 11 "Los Angeles" 222
2017 12 "Los Angeles" 297
2017 1 "Orange" 122
2017 2 "Orange" 115
2017 3 "Orange" 124
2017 4 "Orange" 95
2017 5 "Orange" 83
2017 6 "Orange" 80
2017 7 "Orange" 73
2017 8 "Orange" 70
2017 9 "Orange" 70
2017 10 "Orange" 64
2017 11 "Orange" 65
2017 12 "Orange" 90
2017 1 "Riverside" 104
2017 2 "Riverside" 98
2017 3 "Riverside" 97
2017 4 "Riverside" 82
2017 5 "Riverside" 83
2017 6 "Riverside" 88
2017 7 "Riverside" 76
2017 8 "Riverside" 60
2017 9 "Riverside" 76
2017 10 "Riverside" 63
2017 11 "Riverside" 68
2017 12 "Riverside" 89
2017 1 "Sacramento" 75
2017 2 "Sacramento" 54
2017 3 "Sacramento" 48
2017 4 "Sacramento" 56
2017 5 "Sacramento" 52
2017 6 "Sacramento" 52
2017 7 "Sacramento" 51
2017 8 "Sacramento" 30
2017 9 "Sacramento" 36
2017 10 "Sacramento" 40
2017 11 "Sacramento" 44
2017 12 "Sacramento" 62
2017 1 "San Bernardino" 113
2017 2 "San Bernardino" 87
2017 3 "San Bernardino" 94
2017 4 "San Bernardino" 75
2017 5 "San Bernardino" 97
2017 6 "San Bernardino" 75
2017 7 "San Bernardino" 69
2017 8 "San Bernardino" 82
2017 9 "San Bernardino" 63
2017 10 "San Bernardino" 61
2017 11 "San Bernardino" 62
2017 12 "San Bernardino" 94
2017 1 "San Diego" 89
2017 2 "San Diego" 97
2017 3 "San Diego" 104
2017 4 "San Diego" 94
2017 5 "San Diego" 101
2017 6 "San Diego" 87
2017 7 "San Diego" 71
2017 8 "San Diego" 67
2017 9 "San Diego" 65
2017 10 "San Diego" 72
2017 11 "San Diego" 80
2017 12 "San Diego" 115
2017 1 "Santa Clara" 40
2017 2 "Santa Clara" 32
2017 3 "Santa Clara" 48
2017 4 "Santa Clara" 39
2017 5 "Santa Clara" 16
2017 6 "Santa Clara" 33
2017 7 "Santa Clara" 26
2017 8 "Santa Clara" 28
2017 9 "Santa Clara" 18
2017 10 "Santa Clara" 37
2017 11 "Santa Clara" 29
2017 12 "Santa Clara" 38
2018 1 "Alameda" 54
2018 2 "Alameda" 35
2018 3 "Alameda" 33
2018 4 "Alameda" 34
2018 5 "Alameda" 34
2018 6 "Alameda" 38
2018 7 "Alameda" 37
2018 8 "Alameda" 30
2018 9 "Alameda" 31
2018 10 "Alameda" 31
2018 11 "Alameda" 28
2018 12 "Alameda" 28
2018 1 "Los Angeles" 395
2018 2 "Los Angeles" 305
2018 3 "Los Angeles" 323
2018 4 "Los Angeles" 248
2018 5 "Los Angeles" 240
2018 6 "Los Angeles" 214
2018 7 "Los Angeles" 240
2018 8 "Los Angeles" 219
2018 9 "Los Angeles" 198
2018 10 "Los Angeles" 223
2018 11 "Los Angeles" 227
2018 12 "Los Angeles" 277
2018 1 "Orange" 141
2018 2 "Orange" 100
2018 3 "Orange" 106
2018 4 "Orange" 97
2018 5 "Orange" 77
2018 6 "Orange" 66
2018 7 "Orange" 57
2018 8 "Orange" 80
2018 9 "Orange" 60
2018 10 "Orange" 68
2018 11 "Orange" 66
2018 12 "Orange" 81
2018 1 "Riverside" 159
2018 2 "Riverside" 105
2018 3 "Riverside" 110
2018 4 "Riverside" 99
2018 5 "Riverside" 89
2018 6 "Riverside" 77
2018 7 "Riverside" 89
2018 8 "Riverside" 73
2018 9 "Riverside" 69
2018 10 "Riverside" 87
2018 11 "Riverside" 89
2018 12 "Riverside" 100
2018 1 "Sacramento" 73
2018 2 "Sacramento" 55
2018 3 "Sacramento" 69
2018 4 "Sacramento" 46
2018 5 "Sacramento" 45
2018 6 "Sacramento" 48
2018 7 "Sacramento" 37
2018 8 "Sacramento" 37
2018 9 "Sacramento" 45
2018 10 "Sacramento" 37
2018 11 "Sacramento" 48
2018 12 "Sacramento" 57
2018 1 "San Bernardino" 122
2018 2 "San Bernardino" 100
2018 3 "San Bernardino" 93
2018 4 "San Bernardino" 83
2018 5 "San Bernardino" 76
2018 6 "San Bernardino" 65
2018 7 "San Bernardino" 55
2018 8 "San Bernardino" 79
2018 9 "San Bernardino" 53
2018 10 "San Bernardino" 65
2018 11 "San Bernardino" 64
2018 12 "San Bernardino" 82
2018 1 "San Diego" 123
2018 2 "San Diego" 94
2018 3 "San Diego" 90
2018 4 "San Diego" 90
2018 5 "San Diego" 98
2018 6 "San Diego" 76
2018 7 "San Diego" 83
2018 8 "San Diego" 73
2018 9 "San Diego" 72
2018 10 "San Diego" 69
2018 11 "San Diego" 72
2018 12 "San Diego" 92
2018 1 "Santa Clara" 50
2018 2 "Santa Clara" 37
2018 3 "Santa Clara" 38
2018 4 "Santa Clara" 38
2018 5 "Santa Clara" 28
2018 6 "Santa Clara" 23
2018 7 "Santa Clara" 23
2018 8 "Santa Clara" 27
2018 9 "Santa Clara" 25
2018 10 "Santa Clara" 31
2018 11 "Santa Clara" 26
2018 12 "Santa Clara" 32
