"Year" "county" "Month" "urban_pop"
2016 "059" 9 3014749
2016 "059" 10 3016752
2016 "059" 11 3018450
2016 "059" 12 3019980
2016 "065" 1 2182962
2016 "065" 2 2184125
2016 "065" 3 2185216
2016 "065" 4 2186383
2016 "065" 5 2187603
2016 "065" 6 2188863
2016 "065" 7 2190268
2016 "065" 8 2191640
2016 "065" 9 2193016
2016 "065" 10 2194473
2016 "065" 11 2195708
2016 "065" 12 2196821
2016 "067" 1 1414340
2016 "067" 2 1415093
2016 "067" 3 1415800
2016 "067" 4 1416556
2016 "067" 5 1417346
2016 "067" 6 1418163
2016 "067" 7 1419073
2016 "067" 8 1419962
2016 "067" 9 1420853
2016 "067" 10 1421797
2016 "067" 11 1422598
2016 "067" 12 1423318
2016 "071" 1 2028900
2016 "071" 2 2029980
2016 "071" 3 2030994
2016 "071" 4 2032079
2016 "071" 5 2033213
2016 "071" 6 2034384
2016 "071" 7 2035690
2016 "071" 8 2036965
2016 "071" 9 2038244
2016 "071" 10 2039598
2016 "071" 11 2040746
2016 "071" 12 2041780
2016 "073" 1 3085704
2016 "073" 2 3087347
2016 "073" 3 3088889
2016 "073" 4 3090539
2016 "073" 5 3092263
2016 "073" 6 3094045
2016 "073" 7 3096031
2016 "073" 8 3097969
2016 "073" 9 3099915
2016 "073" 10 3101974
2016 "073" 11 3103720
2016 "073" 12 3105293
2016 "085" 1 1776144
2016 "085" 2 1777090
2016 "085" 3 1777977
2016 "085" 4 1778927
2016 "085" 5 1779919
2016 "085" 6 1780945
2016 "085" 7 1782088
2016 "085" 8 1783204
2016 "085" 9 1784324
2016 "085" 10 1785509
2016 "085" 11 1786514
2016 "085" 12 1787419
2017 "001" 1 1506352
2017 "001" 2 1506966
2017 "001" 3 1507592
2017 "001" 4 1508230
2017 "001" 5 1508958
2017 "001" 6 1509726
2017 "001" 7 1510579
2017 "001" 8 1511385
2017 "001" 9 1512226
2017 "001" 10 1513007
2017 "001" 11 1513730
2017 "001" 12 1514375
2017 "037" 1 9793254
2017 "037" 2 9797247
2017 "037" 3 9801314
2017 "037" 4 9805460
2017 "037" 5 9810196
2017 "037" 6 9815187
2017 "037" 7 9820737
2017 "037" 8 9825973
2017 "037" 9 9831444
2017 "037" 10 9836519
2017 "037" 11 9841219
2017 "037" 12 9845412
2017 "059" 1 3002478
2017 "059" 2 3003702
2017 "059" 3 3004949
2017 "059" 4 3006221
2017 "059" 5 3007673
2017 "059" 6 3009203
2017 "059" 7 3010904
2017 "059" 8 3012510
2017 "059" 9 3014187
2017 "059" 10 3015743
2017 "059" 11 3017184
2017 "059" 12 3018469
2017 "065" 1 2184090
2017 "065" 2 2184980
2017 "065" 3 2185887
2017 "065" 4 2186812
2017 "065" 5 2187868
2017 "065" 6 2188981
2017 "065" 7 2190219
2017 "065" 8 2191387
2017 "065" 9 2192607
2017 "065" 10 2193739
2017 "065" 11 2194787
2017 "065" 12 2195722
2017 "067" 1 1415070
2017 "067" 2 1415647
2017 "067" 3 1416235
2017 "067" 4 1416834
2017 "067" 5 1417518
2017 "067" 6 1418239
2017 "067" 7 1419041
2017 "067" 8 1419798
2017 "067" 9 1420588
2017 "067" 10 1421322
2017 "067" 11 1422001
2017 "067" 12 1422606
2017 "071" 1 2029948
2017 "071" 2 2030775
2017 "071" 3 2031618
2017 "071" 4 2032478
2017 "071" 5 2033459
2017 "071" 6 2034494
2017 "071" 7 2035644
2017 "071" 8 2036730
2017 "071" 9 2037864
2017 "071" 10 2038916
2017 "071" 11 2039890
2017 "071" 12 2040759
2017 "073" 1 3087297
2017 "073" 2 3088556
2017 "073" 3 3089838
2017 "073" 4 3091145
2017 "073" 5 3092638
2017 "073" 6 3094211
2017 "073" 7 3095961
2017 "073" 8 3097612
2017 "073" 9 3099336
2017 "073" 10 3100936
2017 "073" 11 3102418
2017 "073" 12 3103740
2017 "085" 1 1777061
2017 "085" 2 1777785
2017 "085" 3 1778523
2017 "085" 4 1779276
2017 "085" 5 1780135
2017 "085" 6 1781041
2017 "085" 7 1782048
2017 "085" 8 1782998
2017 "085" 9 1783991
2017 "085" 10 1784912
2017 "085" 11 1785764
2017 "085" 12 1786525
2018 "001" 1 1506939
2018 "001" 2 1507422
2018 "001" 3 1507927
2018 "001" 4 1508479
2018 "001" 5 1509089
2018 "001" 6 1509741
2018 "001" 7 1510454
2018 "001" 8 1511207
2018 "001" 9 1511953
2018 "001" 10 1512687
2018 "001" 11 1513334
2018 "001" 12 1513892
2018 "037" 1 9797070
2018 "037" 2 9800211
2018 "037" 3 9803495
2018 "037" 4 9807083
2018 "037" 5 9811050
2018 "037" 6 9815286
2018 "037" 7 9819922
2018 "037" 8 9824818
2018 "037" 9 9829666
2018 "037" 10 9834442
2018 "037" 11 9838644
2018 "037" 12 9842275
2018 "059" 1 3003648
2018 "059" 2 3004611
2018 "059" 3 3005618
2018 "059" 4 3006718
2018 "059" 5 3007934
2018 "059" 6 3009233
2018 "059" 7 3010654
2018 "059" 8 3012155
2018 "059" 9 3013642
2018 "059" 10 3015106
2018 "059" 11 3016394
2018 "059" 12 3017507
2018 "065" 1 2184941
2018 "065" 2 2185641
2018 "065" 3 2186374
2018 "065" 4 2187174
2018 "065" 5 2188059
2018 "065" 6 2189003
2018 "065" 7 2190037
2018 "065" 8 2191129
2018 "065" 9 2192210
2018 "065" 10 2193275
2018 "065" 11 2194213
2018 "065" 12 2195022
2018 "067" 1 1415621
2018 "067" 2 1416075
2018 "067" 3 1416550
2018 "067" 4 1417068
2018 "067" 5 1417641
2018 "067" 6 1418253
2018 "067" 7 1418923
2018 "067" 8 1419631
2018 "067" 9 1420331
2018 "067" 10 1421021
2018 "067" 11 1421629
2018 "067" 12 1422153
2018 "071" 1 2030739
2018 "071" 2 2031390
2018 "071" 3 2032070
2018 "071" 4 2032814
2018 "071" 5 2033636
2018 "071" 6 2034514
2018 "071" 7 2035475
2018 "071" 8 2036490
2018 "071" 9 2037495
2018 "071" 10 2038485
2018 "071" 11 2039356
2018 "071" 12 2040109
2018 "073" 1 3088500
2018 "073" 2 3089490
2018 "073" 3 3090526
2018 "073" 4 3091657
2018 "073" 5 3092907
2018 "073" 6 3094243
2018 "073" 7 3095704
2018 "073" 8 3097248
2018 "073" 9 3098776
2018 "073" 10 3100282
2018 "073" 11 3101606
2018 "073" 12 3102751
2018 "085" 1 1777753
2018 "085" 2 1778323
2018 "085" 3 1778919
2018 "085" 4 1779570
2018 "085" 5 1780290
2018 "085" 6 1781059
2018 "085" 7 1781900
2018 "085" 8 1782788
2018 "085" 9 1783668
2018 "085" 10 1784535
2018 "085" 11 1785297
2018 "085" 12 1785956
2019 "001" 1 1507111
2019 "001" 2 1507550
2019 "001" 3 1508002
2019 "001" 4 1508505
2019 "001" 5 1509066
2019 "001" 6 1509667
2019 "001" 7 1510330
2019 "001" 8 1511112
2019 "001" 9 1511887
2019 "001" 10 1512651
2019 "001" 11 1513328
2019 "001" 12 1513916
2019 "037" 1 9798190
2019 "037" 2 9801045
2019 "037" 3 9803978
2019 "037" 4 9807252
2019 "037" 5 9810895
2019 "037" 6 9814805
2019 "037" 7 9819114
2019 "037" 8 9824200
2019 "037" 9 9829240
2019 "037" 10 9834207
2019 "037" 11 9838603
2019 "037" 12 9842431
2019 "059" 1 3003992
2019 "059" 2 3004867
2019 "059" 3 3005766
2019 "059" 4 3006770
2019 "059" 5 3007887
2019 "059" 6 3009086
2019 "059" 7 3010407
2019 "059" 8 3011966
2019 "059" 9 3013511
2019 "059" 10 3015034
2019 "059" 11 3016382
2019 "059" 12 3017555
2019 "065" 1 2185191
2019 "065" 2 2185827
2019 "065" 3 2186481
2019 "065" 4 2187212
2019 "065" 5 2188024
2019 "065" 6 2188896
2019 "065" 7 2189857
2019 "065" 8 2190991
2019 "065" 9 2192115
2019 "065" 10 2193223
2019 "065" 11 2194203
2019 "065" 12 2195057
2019 "067" 1 1415783
2019 "067" 2 1416196
2019 "067" 3 1416620
2019 "067" 4 1417093
2019 "067" 5 1417619
2019 "067" 6 1418184
2019 "067" 7 1418807
2019 "067" 8 1419542
2019 "067" 9 1420270
2019 "067" 10 1420987
2019 "067" 11 1421623
2019 "067" 12 1422176
2019 "071" 1 2030971
2019 "071" 2 2031562
2019 "071" 3 2032171
2019 "071" 4 2032849
2019 "071" 5 2033604
2019 "071" 6 2034415
2019 "071" 7 2035308
2019 "071" 8 2036362
2019 "071" 9 2037407
2019 "071" 10 2038436
2019 "071" 11 2039348
2019 "071" 12 2040141
2019 "073" 1 3088853
2019 "073" 2 3089753
2019 "073" 3 3090678
2019 "073" 4 3091710
2019 "073" 5 3092859
2019 "073" 6 3094091
2019 "073" 7 3095450
2019 "073" 8 3097053
2019 "073" 9 3098642
2019 "073" 10 3100207
2019 "073" 11 3101593
2019 "073" 12 3102800
2019 "085" 1 1777957
2019 "085" 2 1778474
2019 "085" 3 1779007
2019 "085" 4 1779601
2019 "085" 5 1780262
2019 "085" 6 1780971
2019 "085" 7 1781753
2019 "085" 8 1782676
2019 "085" 9 1783591
2019 "085" 10 1784492
2019 "085" 11 1785290
2019 "085" 12 1785984
2020 NA 1 NA
